INDEX;ORT;RICHTUNG;BETRAG;MONAT
805;St. Gallen;Eingang;8326;2
806;Bern;Ausgang;49038;9
807;Zürich;Eingang;378;6
808;Basel;Ausgang;51556;7
809;Lausanne;Eingang;67463;4
810;Chur;Ausgang;27824;11
811;Sion;Eingang;70581;10
812;St. Gallen;Ausgang;34734;4
813;Bern;Eingang;72583;6
814;Zürich;Ausgang;33399;10
815;Basel;Eingang;75699;11
816;Lausanne;Ausgang;7812;5
817;Chur;Eingang;46117;3
818;Sion;Ausgang;24777;9
819;St. Gallen;Eingang;27620;7
820;Bern;Ausgang;14039;6
821;Zürich;Eingang;55088;10
822;Basel;Ausgang;25403;7
823;Lausanne;Eingang;34574;9
824;Chur;Ausgang;15230;9
825;Sion;Eingang;6442;10
826;St. Gallen;Ausgang;10830;1
827;Bern;Eingang;28476;4
828;Zürich;Ausgang;11554;5
829;Basel;Eingang;9510;3
830;Lausanne;Ausgang;26878;1
831;Chur;Eingang;15401;7
832;Sion;Ausgang;18195;11
833;St. Gallen;Eingang;25757;8
834;Bern;Ausgang;16463;8
835;Zürich;Eingang;13309;10
836;Basel;Ausgang;40219;5
837;Lausanne;Eingang;12559;11
838;Chur;Ausgang;65745;7
839;Sion;Eingang;72273;5
840;St. Gallen;Ausgang;6397;4
841;Bern;Eingang;44035;12
842;Zürich;Ausgang;5482;3
843;Basel;Eingang;30978;5
844;Lausanne;Ausgang;15891;11
845;Chur;Eingang;30571;10
846;Sion;Ausgang;34154;6
847;St. Gallen;Eingang;51396;6
848;Bern;Ausgang;3009;7
849;Zürich;Eingang;3778;9
850;Basel;Ausgang;48825;8
851;Lausanne;Eingang;46887;3
852;Chur;Ausgang;18724;10
853;Sion;Eingang;43737;5
854;St. Gallen;Ausgang;61746;7
855;Bern;Eingang;71207;12
856;Zürich;Ausgang;27080;11
857;Basel;Eingang;2462;3
858;Lausanne;Ausgang;67034;12
859;Chur;Eingang;17168;8
860;Sion;Ausgang;47405;8
861;St. Gallen;Eingang;37495;12
862;Bern;Ausgang;27501;6
863;Zürich;Eingang;55694;3
864;Basel;Ausgang;59409;1
865;Lausanne;Eingang;17629;3
866;Chur;Ausgang;13813;7
867;Sion;Eingang;26572;8
868;St. Gallen;Ausgang;3241;11
869;Bern;Eingang;10755;12
870;Zürich;Ausgang;52039;10
871;Basel;Eingang;36092;6
872;Lausanne;Ausgang;55490;11
873;Chur;Eingang;9825;10
874;Sion;Ausgang;70946;11
875;St. Gallen;Eingang;11880;9
876;Bern;Ausgang;39638;5
877;Zürich;Eingang;15604;3
878;Basel;Ausgang;62510;10
879;Lausanne;Eingang;66444;10
880;Chur;Ausgang;45511;7
881;Sion;Eingang;17562;3
882;St. Gallen;Ausgang;4251;2
883;Bern;Eingang;15009;8
884;Zürich;Ausgang;64208;7
885;Basel;Eingang;38813;7
886;Lausanne;Ausgang;72222;12
887;Chur;Eingang;53993;10
888;Sion;Ausgang;839;12
889;St. Gallen;Eingang;31300;3
890;Bern;Ausgang;36216;4
891;Zürich;Eingang;60760;7
892;Basel;Ausgang;68747;5
893;Lausanne;Eingang;57869;1
894;Chur;Ausgang;44338;6
895;Sion;Eingang;17286;7
896;St. Gallen;Ausgang;73767;1
897;Bern;Eingang;301;4
898;Zürich;Ausgang;51804;5
899;Basel;Eingang;67104;10
900;Lausanne;Ausgang;16080;1
901;Chur;Eingang;48072;9
902;Sion;Ausgang;40374;9
903;St. Gallen;Eingang;20411;3
904;Bern;Ausgang;63997;3
905;Zürich;Eingang;15973;3
906;Basel;Ausgang;12972;10
907;Lausanne;Eingang;26956;10
908;Chur;Ausgang;39470;10
909;Sion;Eingang;75710;5
910;St. Gallen;Ausgang;14051;4
911;Bern;Eingang;43196;2
912;Zürich;Ausgang;49726;6
913;Basel;Eingang;30808;10
914;Lausanne;Ausgang;62608;9
915;Chur;Eingang;63372;4
916;Sion;Ausgang;42086;10
917;St. Gallen;Eingang;30162;8
918;Bern;Ausgang;21338;1
919;Zürich;Eingang;20799;11
920;Basel;Ausgang;6860;11
921;Lausanne;Eingang;16925;2
922;Chur;Ausgang;57165;10
923;Sion;Eingang;23337;2
924;St. Gallen;Ausgang;18241;1
925;Bern;Eingang;32307;4
926;Zürich;Ausgang;62373;7
927;Basel;Eingang;47583;1
928;Lausanne;Ausgang;9537;9
929;Chur;Eingang;7464;9
930;Sion;Ausgang;23918;12
931;St. Gallen;Eingang;46802;1
932;Bern;Ausgang;44054;7
933;Zürich;Eingang;50955;2
934;Basel;Ausgang;1076;1
935;Lausanne;Eingang;7197;11
936;Chur;Ausgang;77344;11
937;Sion;Eingang;32962;5
938;St. Gallen;Ausgang;54429;4
939;Bern;Eingang;29025;11
940;Zürich;Ausgang;69478;10
941;Basel;Eingang;59920;6
942;Lausanne;Ausgang;47444;1
943;Chur;Eingang;49065;8
944;Sion;Ausgang;74185;3
945;St. Gallen;Eingang;50396;4
946;Bern;Ausgang;26872;12
947;Zürich;Eingang;34050;6
948;Basel;Ausgang;35984;6
949;Lausanne;Eingang;39127;1
950;Chur;Ausgang;71564;8
951;Sion;Eingang;2630;10
952;St. Gallen;Ausgang;7410;9
953;Bern;Eingang;12282;11
954;Zürich;Ausgang;13355;10
955;Basel;Eingang;29219;3
956;Lausanne;Ausgang;14055;8
957;Chur;Eingang;60543;11
958;Sion;Ausgang;25894;9
959;St. Gallen;Eingang;52628;2
960;Bern;Ausgang;46252;9
961;Zürich;Eingang;54387;1
962;Basel;Ausgang;25159;9
963;Lausanne;Eingang;13670;9
964;Chur;Ausgang;25622;3
965;Sion;Eingang;15692;6
966;St. Gallen;Ausgang;74459;1
967;Bern;Eingang;65677;7
968;Zürich;Ausgang;33217;11
969;Basel;Eingang;60077;3
970;Lausanne;Ausgang;73304;8
971;Chur;Eingang;68847;11
972;Sion;Ausgang;17911;12
973;St. Gallen;Eingang;75437;4
974;Bern;Ausgang;10702;8
975;Zürich;Eingang;23482;12
976;Basel;Ausgang;22826;8
977;Lausanne;Eingang;24814;6
978;Chur;Ausgang;42034;11
979;Sion;Eingang;30044;1
980;St. Gallen;Ausgang;38890;9
981;Bern;Eingang;45370;8
982;Zürich;Ausgang;20528;9
983;Basel;Eingang;31575;5
984;Lausanne;Ausgang;45171;5
985;Chur;Eingang;62112;9
986;Sion;Ausgang;25962;2
987;St. Gallen;Eingang;73296;9
988;Bern;Ausgang;60991;3
989;Zürich;Eingang;72333;11
990;Basel;Ausgang;68769;8
991;Lausanne;Eingang;58901;1
992;Chur;Ausgang;42755;5
993;Sion;Eingang;7977;8
994;St. Gallen;Ausgang;72122;8
995;Bern;Eingang;62182;12
996;Zürich;Ausgang;39800;4
997;Basel;Eingang;14440;5
998;Lausanne;Ausgang;60648;5
999;Chur;Eingang;43011;2
1000;Sion;Ausgang;11950;3
1001;St. Gallen;Eingang;74315;6
1002;Bern;Ausgang;26858;2
1003;Zürich;Eingang;53524;6
1004;Basel;Ausgang;66258;10
1005;Lausanne;Eingang;941;6
1006;Chur;Ausgang;49631;8
1007;Sion;Eingang;70072;8
1008;St. Gallen;Ausgang;14406;9
1009;Bern;Eingang;76551;1
1010;Zürich;Ausgang;67094;7
1011;Basel;Eingang;19415;9
1012;Lausanne;Ausgang;77229;3
1013;Chur;Eingang;72635;11
1014;Sion;Ausgang;4950;11
1015;St. Gallen;Eingang;21099;3
1016;Bern;Ausgang;24920;10
1017;Zürich;Eingang;51791;11
1018;Basel;Ausgang;71121;9
1019;Lausanne;Eingang;17632;2
1020;Chur;Ausgang;34195;3
1021;Sion;Eingang;61144;9
1022;St. Gallen;Ausgang;60563;3
1023;Bern;Eingang;38630;10
1024;Zürich;Ausgang;41417;12
1025;Basel;Eingang;72888;12
1026;Lausanne;Ausgang;14490;4
1027;Chur;Eingang;41247;9
1028;Sion;Ausgang;33943;10
1029;St. Gallen;Eingang;53737;1
1030;Bern;Ausgang;58713;7
1031;Zürich;Eingang;67992;2
1032;Basel;Ausgang;24921;3
1033;Lausanne;Eingang;19833;11
1034;Chur;Ausgang;53335;12
1035;Sion;Eingang;35919;6
1036;St. Gallen;Ausgang;29333;3
1037;Bern;Eingang;10623;2
1038;Zürich;Ausgang;46915;10
1039;Basel;Eingang;76623;10
1040;Lausanne;Ausgang;63551;8
1041;Chur;Eingang;73811;9
1042;Sion;Ausgang;54254;7
1043;St. Gallen;Eingang;21054;2
1044;Bern;Ausgang;21544;9
1045;Zürich;Eingang;43010;5
1046;Basel;Ausgang;48147;6
1047;Lausanne;Eingang;24941;5
1048;Chur;Ausgang;15400;9
1049;Sion;Eingang;227;1
1050;St. Gallen;Ausgang;72861;12
1051;Bern;Eingang;20137;5
1052;Zürich;Ausgang;66895;2
1053;Basel;Eingang;25330;3
1054;Lausanne;Ausgang;40590;6
1055;Chur;Eingang;69416;3
1056;Sion;Ausgang;36902;2
1057;St. Gallen;Eingang;36686;10
1058;Bern;Ausgang;37534;5
1059;Zürich;Eingang;59122;11
1060;Basel;Ausgang;44445;11
1061;Lausanne;Eingang;45963;11
1062;Chur;Ausgang;5394;3
1063;Sion;Eingang;21408;11
1064;St. Gallen;Ausgang;71467;6
1065;Bern;Eingang;49793;9
1066;Zürich;Ausgang;31345;3
1067;Basel;Eingang;17717;4
1068;Lausanne;Ausgang;17181;7
1069;Chur;Eingang;73845;3
1070;Sion;Ausgang;72153;9
1071;St. Gallen;Eingang;50921;12
1072;Bern;Ausgang;57742;10
1073;Zürich;Eingang;33002;7
1074;Basel;Ausgang;63503;8
1075;Lausanne;Eingang;2048;10
1076;Chur;Ausgang;24839;8
1077;Sion;Eingang;53861;3
1078;St. Gallen;Ausgang;60005;9
1079;Bern;Eingang;50024;12
1080;Zürich;Ausgang;70230;4
1081;Basel;Eingang;28715;12
1082;Lausanne;Ausgang;69346;4
1083;Chur;Eingang;70997;3
1084;Sion;Ausgang;56849;3
1085;St. Gallen;Eingang;25049;2
1086;Bern;Ausgang;64132;5
1087;Zürich;Eingang;76230;5
1088;Basel;Ausgang;8057;7
1089;Lausanne;Eingang;73574;11
1090;Chur;Ausgang;54006;12
1091;Sion;Eingang;33885;6
1092;St. Gallen;Ausgang;19164;11
1093;Bern;Eingang;15288;8
1094;Zürich;Ausgang;19059;10
1095;Basel;Eingang;68377;8
1096;Lausanne;Ausgang;63834;5
1097;Chur;Eingang;34294;5
1098;Sion;Ausgang;31414;11
1099;St. Gallen;Eingang;66748;12
1100;Bern;Ausgang;24212;6
1101;Zürich;Eingang;74947;3
1102;Basel;Ausgang;12603;2
1103;Lausanne;Eingang;16685;1
1104;Chur;Ausgang;56869;5
1105;Sion;Eingang;14689;11
1106;St. Gallen;Ausgang;22746;9
1107;Bern;Eingang;76741;2
1108;Zürich;Ausgang;53593;5
1109;Basel;Eingang;22833;12
1110;Lausanne;Ausgang;15066;2
1111;Chur;Eingang;44328;12
1112;Sion;Ausgang;33408;1
1113;St. Gallen;Eingang;49618;7
1114;Bern;Ausgang;47666;5
1115;Zürich;Eingang;54560;10
1116;Basel;Ausgang;65843;10
1117;Lausanne;Eingang;62228;10
1118;Chur;Ausgang;45962;10
1119;Sion;Eingang;58949;5
1120;St. Gallen;Ausgang;61701;8
1121;Bern;Eingang;64161;10
1122;Zürich;Ausgang;43881;11
1123;Basel;Eingang;72900;11
1124;Lausanne;Ausgang;73761;9
1125;Chur;Eingang;73906;10
1126;Sion;Ausgang;12016;10
1127;St. Gallen;Eingang;9428;9
1128;Bern;Ausgang;25358;3
1129;Zürich;Eingang;38818;1
1130;Basel;Ausgang;50128;1
1131;Lausanne;Eingang;71865;10
1132;Chur;Ausgang;68485;8
1133;Sion;Eingang;76201;8
1134;St. Gallen;Ausgang;48980;3
1135;Bern;Eingang;14651;8
1136;Zürich;Ausgang;655;10
1137;Basel;Eingang;47490;2
1138;Lausanne;Ausgang;9817;3
1139;Chur;Eingang;65114;10
1140;Sion;Ausgang;32124;12
1141;St. Gallen;Eingang;21746;10
1142;Bern;Ausgang;63765;11
1143;Zürich;Eingang;38925;4
1144;Basel;Ausgang;56585;7
1145;Lausanne;Eingang;69072;1
1146;Chur;Ausgang;62049;9
1147;Sion;Eingang;31767;1
1148;St. Gallen;Ausgang;18424;12
1149;Bern;Eingang;74305;4
1150;Zürich;Ausgang;68053;5
1151;Basel;Eingang;21994;4
1152;Lausanne;Ausgang;52345;3
1153;Chur;Eingang;22152;11
1154;Sion;Ausgang;12011;1
1155;St. Gallen;Eingang;4217;8
1156;Bern;Ausgang;63388;7
1157;Zürich;Eingang;69211;1
1158;Basel;Ausgang;59195;1
1159;Lausanne;Eingang;20942;11
1160;Chur;Ausgang;73920;3
1161;Sion;Eingang;4164;7
1162;St. Gallen;Ausgang;35185;2
1163;Bern;Eingang;53396;3
1164;Zürich;Ausgang;30532;5
1165;Basel;Eingang;35047;2
1166;Lausanne;Ausgang;30570;3
1167;Chur;Eingang;54790;4
1168;Sion;Ausgang;76039;3
1169;St. Gallen;Eingang;17968;9
1170;Bern;Ausgang;14369;5
1171;Zürich;Eingang;33024;4
1172;Basel;Ausgang;34463;1
1173;Lausanne;Eingang;23460;9
1174;Chur;Ausgang;15564;9
1175;Sion;Eingang;4742;10
1176;St. Gallen;Ausgang;50538;8
1177;Bern;Eingang;68801;6
1178;Zürich;Ausgang;41226;4
1179;Basel;Eingang;69898;5
1180;Lausanne;Ausgang;5711;1
1181;Chur;Eingang;38606;1
1182;Sion;Ausgang;29536;11
1183;St. Gallen;Eingang;48753;9
1184;Bern;Ausgang;32669;6
1185;Zürich;Eingang;44354;6
1186;Basel;Ausgang;22027;2
1187;Lausanne;Eingang;54875;9
1188;Chur;Ausgang;6634;8
1189;Sion;Eingang;41226;3
1190;St. Gallen;Ausgang;7550;10
1191;Bern;Eingang;12839;9
1192;Zürich;Ausgang;44904;10
1193;Basel;Eingang;3870;3
1194;Lausanne;Ausgang;3636;12
1195;Chur;Eingang;71456;11
1196;Sion;Ausgang;8313;3
1197;St. Gallen;Eingang;46152;5
1198;Bern;Ausgang;12627;6
1199;Zürich;Eingang;72529;6
1200;Basel;Ausgang;19227;5
1201;Lausanne;Eingang;68805;12
1202;Chur;Ausgang;1651;2
1203;Sion;Eingang;27984;12
1204;St. Gallen;Ausgang;60700;5
1205;Bern;Eingang;59827;6
1206;Zürich;Ausgang;34980;1
1207;Basel;Eingang;14336;7
1208;Lausanne;Ausgang;32460;12
1209;Chur;Eingang;38690;11
1210;Sion;Ausgang;150;6
1211;St. Gallen;Eingang;29955;7
1212;Bern;Ausgang;59210;5
1213;Zürich;Eingang;24917;1
1214;Basel;Ausgang;38970;1
1215;Lausanne;Eingang;25298;10
1216;Chur;Ausgang;8457;10
1217;Sion;Eingang;25980;10
1218;St. Gallen;Ausgang;52729;3
1219;Bern;Eingang;28701;2
1220;Zürich;Ausgang;39799;3
1221;Basel;Eingang;58334;5
1222;Lausanne;Ausgang;41952;10
1223;Chur;Eingang;44675;12
1224;Sion;Ausgang;69872;11
1225;St. Gallen;Eingang;16098;10
1226;Bern;Ausgang;30905;3
1227;Zürich;Eingang;2019;1
1228;Basel;Ausgang;59436;4
1229;Lausanne;Eingang;17782;9
1230;Chur;Ausgang;51326;2
1231;Sion;Eingang;57265;6
1232;St. Gallen;Ausgang;18111;3
1233;Bern;Eingang;10398;6
1234;Zürich;Ausgang;39761;10
1235;Basel;Eingang;55330;6
1236;Lausanne;Ausgang;26224;10
1237;Chur;Eingang;37400;9
1238;Sion;Ausgang;27843;2
1239;St. Gallen;Eingang;64029;5
1240;Bern;Ausgang;48177;3
1241;Zürich;Eingang;7130;8
1242;Basel;Ausgang;1001;7
1243;Lausanne;Eingang;74171;12
1244;Chur;Ausgang;24570;5
1245;Sion;Eingang;2789;7
1246;St. Gallen;Ausgang;69722;9
1247;Bern;Eingang;50302;6
1248;Zürich;Ausgang;45119;4
1249;Basel;Eingang;45601;1
1250;Lausanne;Ausgang;13622;2
1251;Chur;Eingang;53081;3
1252;Sion;Ausgang;43945;1
1253;St. Gallen;Eingang;57414;10
1254;Bern;Ausgang;12078;4
1255;Zürich;Eingang;58586;8
1256;Basel;Ausgang;42875;6
1257;Lausanne;Eingang;47017;4
1258;Chur;Ausgang;72460;7
1259;Sion;Eingang;40021;3
1260;St. Gallen;Ausgang;26942;2
1261;Bern;Eingang;55212;7
1262;Zürich;Ausgang;39932;8
1263;Basel;Eingang;1523;7
1264;Lausanne;Ausgang;27308;8
1265;Chur;Eingang;16933;1
1266;Sion;Ausgang;58751;3
1267;St. Gallen;Eingang;67884;8
1268;Bern;Ausgang;73597;1
1269;Zürich;Eingang;65399;7
1270;Basel;Ausgang;69834;4
1271;Lausanne;Eingang;46165;1
1272;Chur;Ausgang;62969;8
1273;Sion;Eingang;64560;7
1274;St. Gallen;Ausgang;38095;5
1275;Bern;Eingang;73463;6
1276;Zürich;Ausgang;38962;9
1277;Basel;Eingang;64442;10
1278;Lausanne;Ausgang;62728;9
1279;Chur;Eingang;51668;12
1280;Sion;Ausgang;36636;11
1281;St. Gallen;Eingang;46197;8
1282;Bern;Ausgang;21217;2
1283;Zürich;Eingang;11966;1
1284;Basel;Ausgang;1789;1
1285;Lausanne;Eingang;51787;9
1286;Chur;Ausgang;42508;5
1287;Sion;Eingang;53607;4
1288;St. Gallen;Ausgang;4064;3
1289;Bern;Eingang;57676;7
1290;Zürich;Ausgang;36605;8
1291;Basel;Eingang;74257;4
1292;Lausanne;Ausgang;55571;6
1293;Chur;Eingang;32579;3
1294;Sion;Ausgang;69906;10
1295;St. Gallen;Eingang;19638;6
1296;Bern;Ausgang;1907;2
1297;Zürich;Eingang;39463;7
1298;Basel;Ausgang;17887;9
1299;Lausanne;Eingang;33609;11
1300;Chur;Ausgang;58656;6
1301;Sion;Eingang;64425;4
1302;St. Gallen;Ausgang;22002;9
1303;Bern;Eingang;55994;8
1304;Zürich;Ausgang;1031;10
1305;Basel;Eingang;110;6
1306;Lausanne;Ausgang;47748;2
1307;Chur;Eingang;765;7
1308;Sion;Ausgang;1626;4
1309;St. Gallen;Eingang;44497;12
1310;Bern;Ausgang;28501;11
1311;Zürich;Eingang;24220;9
1312;Basel;Ausgang;3238;7
1313;Lausanne;Eingang;65328;9
1314;Chur;Ausgang;46776;12
1315;Sion;Eingang;47006;12
1316;St. Gallen;Ausgang;23199;1
1317;Bern;Eingang;20906;5
1318;Zürich;Ausgang;45065;6
1319;Basel;Eingang;66417;8
1320;Lausanne;Ausgang;18606;1
1321;Chur;Eingang;45487;4
1322;Sion;Ausgang;6792;11
1323;St. Gallen;Eingang;72322;1
1324;Bern;Ausgang;26879;10
1325;Zürich;Eingang;37269;2
1326;Basel;Ausgang;4999;9
1327;Lausanne;Eingang;10468;12
1328;Chur;Ausgang;49831;7
1329;Sion;Eingang;44524;10
1330;St. Gallen;Ausgang;42224;8
1331;Bern;Eingang;25232;2
1332;Zürich;Ausgang;58609;2
1333;Basel;Eingang;59545;5
1334;Lausanne;Ausgang;53296;12
1335;Chur;Eingang;8535;7
1336;Sion;Ausgang;5779;7
1337;St. Gallen;Eingang;64746;5
1338;Bern;Ausgang;28469;7
1339;Zürich;Eingang;25050;12
1340;Basel;Ausgang;39349;9
1341;Lausanne;Eingang;15253;2
1342;Chur;Ausgang;77346;1
1343;Sion;Eingang;66978;11
1344;St. Gallen;Ausgang;55002;11
1345;Bern;Eingang;61480;8
1346;Zürich;Ausgang;30978;7
1347;Basel;Eingang;29455;5
1348;Lausanne;Ausgang;54597;6
1349;Chur;Eingang;63228;2
1350;Sion;Ausgang;7702;4
1351;St. Gallen;Eingang;35922;1
1352;Bern;Ausgang;28896;1
1353;Zürich;Eingang;28384;6
1354;Basel;Ausgang;10903;3
1355;Lausanne;Eingang;7503;9
1356;Chur;Ausgang;25404;12
1357;Sion;Eingang;38721;1
1358;St. Gallen;Ausgang;55899;5
1359;Bern;Eingang;58628;7
1360;Zürich;Ausgang;25081;2
1361;Basel;Eingang;69537;8
1362;Lausanne;Ausgang;49836;1
1363;Chur;Eingang;1247;5
1364;Sion;Ausgang;49405;9
1365;St. Gallen;Eingang;12069;11
1366;Bern;Ausgang;70604;4
1367;Zürich;Eingang;64261;8
1368;Basel;Ausgang;36809;5
1369;Lausanne;Eingang;76359;7
1370;Chur;Ausgang;63765;7
1371;Sion;Eingang;993;8
1372;St. Gallen;Ausgang;73784;1
1373;Bern;Eingang;44472;4
1374;Zürich;Ausgang;28793;1
1375;Basel;Eingang;21352;11
1376;Lausanne;Ausgang;74097;10
1377;Chur;Eingang;16156;7
1378;Sion;Ausgang;63320;10
1379;St. Gallen;Eingang;10027;8
1380;Bern;Ausgang;37077;6
1381;Zürich;Eingang;63229;10
1382;Basel;Ausgang;32707;10
1383;Lausanne;Eingang;40231;10
1384;Chur;Ausgang;56806;4
1385;Sion;Eingang;41161;6
1386;St. Gallen;Ausgang;39311;4
1387;Bern;Eingang;70490;1
1388;Zürich;Ausgang;73497;1
1389;Basel;Eingang;55611;10
1390;Lausanne;Ausgang;10361;6
1391;Chur;Eingang;64455;11
1392;Sion;Ausgang;38253;1
1393;St. Gallen;Eingang;66679;12
1394;Bern;Ausgang;6914;7
1395;Zürich;Eingang;61406;6
1396;Basel;Ausgang;30450;9
1397;Lausanne;Eingang;22501;2
1398;Chur;Ausgang;44829;1
1399;Sion;Eingang;8856;3
1400;St. Gallen;Ausgang;30735;6
1401;Bern;Eingang;72511;10
1402;Zürich;Ausgang;2022;4
1403;Basel;Eingang;65404;4
1404;Lausanne;Ausgang;49123;12
1405;Chur;Eingang;31535;5
1406;Sion;Ausgang;9719;10
1407;St. Gallen;Eingang;18720;11
1408;Bern;Ausgang;46362;11
1409;Zürich;Eingang;44536;6
1410;Basel;Ausgang;64252;10
1411;Lausanne;Eingang;7762;7
1412;Chur;Ausgang;22960;12
1413;Sion;Eingang;68765;3
1414;St. Gallen;Ausgang;3460;9
1415;Bern;Eingang;28899;9
1416;Zürich;Ausgang;40412;5
1417;Basel;Eingang;26331;5
1418;Lausanne;Ausgang;76628;3
1419;Chur;Eingang;60866;12
1420;Sion;Ausgang;6491;3
1421;St. Gallen;Eingang;13318;8
1422;Bern;Ausgang;62996;1
1423;Zürich;Eingang;22259;4
1424;Basel;Ausgang;16418;6
1425;Lausanne;Eingang;72613;6
1426;Chur;Ausgang;5809;7
1427;Sion;Eingang;51865;1
1428;St. Gallen;Ausgang;62930;2
1429;Bern;Eingang;26560;8
1430;Zürich;Ausgang;956;12
1431;Basel;Eingang;19883;4
1432;Lausanne;Ausgang;23554;6
1433;Chur;Eingang;11605;9
1434;Sion;Ausgang;57482;12
1435;St. Gallen;Eingang;23406;7
1436;Bern;Ausgang;68733;6
1437;Zürich;Eingang;63188;9
1438;Basel;Ausgang;1324;12
1439;Lausanne;Eingang;65000;9
1440;Chur;Ausgang;51980;8
1441;Sion;Eingang;56108;12
1442;St. Gallen;Ausgang;25464;9
1443;Bern;Eingang;29938;3
1444;Zürich;Ausgang;45318;4
1445;Basel;Eingang;74534;9
1446;Lausanne;Ausgang;21224;11
1447;Chur;Eingang;14652;2
1448;Sion;Ausgang;55202;12
1449;St. Gallen;Eingang;4188;3
1450;Bern;Ausgang;53614;9
1451;Zürich;Eingang;6587;3
1452;Basel;Ausgang;42726;12
1453;Lausanne;Eingang;23769;4
1454;Chur;Ausgang;43431;2
1455;Sion;Eingang;45669;2
1456;St. Gallen;Ausgang;13607;8
1457;Bern;Eingang;53575;4
1458;Zürich;Ausgang;17528;12
1459;Basel;Eingang;33024;2
1460;Lausanne;Ausgang;65719;11
1461;Chur;Eingang;70837;3
1462;Sion;Ausgang;44838;2
1463;St. Gallen;Eingang;40813;10
1464;Bern;Ausgang;32660;12
1465;Zürich;Eingang;19915;2
1466;Basel;Ausgang;318;5
1467;Lausanne;Eingang;39154;12
1468;Chur;Ausgang;12571;1
1469;Sion;Eingang;10242;12
1470;St. Gallen;Ausgang;57866;4
1471;Bern;Eingang;46645;2
1472;Zürich;Ausgang;51883;10
1473;Basel;Eingang;8920;5
1474;Lausanne;Ausgang;69040;1
1475;Chur;Eingang;51938;1
1476;Sion;Ausgang;24187;3
1477;St. Gallen;Eingang;48423;8
1478;Bern;Ausgang;14378;3
1479;Zürich;Eingang;55016;9
1480;Basel;Ausgang;54211;12
1481;Lausanne;Eingang;522;1
1482;Chur;Ausgang;67888;7
1483;Sion;Eingang;25617;8
1484;St. Gallen;Ausgang;57063;7
1485;Bern;Eingang;61957;7
1486;Zürich;Ausgang;7166;4
1487;Basel;Eingang;52087;5
1488;Lausanne;Ausgang;32780;10
1489;Chur;Eingang;2709;1
1490;Sion;Ausgang;49484;1
1491;St. Gallen;Eingang;61763;9
1492;Bern;Ausgang;29014;5
1493;Zürich;Eingang;71115;11
1494;Basel;Ausgang;22870;9
1495;Lausanne;Eingang;50100;6
1496;Chur;Ausgang;58538;9
1497;Sion;Eingang;60625;2
1498;St. Gallen;Ausgang;43133;1
1499;Bern;Eingang;21165;1
1500;Zürich;Ausgang;21374;8
1501;Basel;Eingang;62249;8
1502;Lausanne;Ausgang;58174;6
1503;Chur;Eingang;8307;4
1504;Sion;Ausgang;69286;10
1505;St. Gallen;Eingang;47355;9
1506;Bern;Ausgang;8244;9
1507;Zürich;Eingang;70775;4
1508;Basel;Ausgang;66960;12
1509;Lausanne;Eingang;51702;7
1510;Chur;Ausgang;25579;8
1511;Sion;Eingang;2691;9
1512;St. Gallen;Ausgang;38144;10
1513;Bern;Eingang;16246;8
1514;Zürich;Ausgang;48037;6
1515;Basel;Eingang;54805;12
1516;Lausanne;Ausgang;68459;7
1517;Chur;Eingang;16646;9
1518;Sion;Ausgang;69777;11
1519;St. Gallen;Eingang;36646;5
1520;Bern;Ausgang;76259;10
1521;Zürich;Eingang;63379;12
1522;Basel;Ausgang;56931;5
1523;Lausanne;Eingang;76576;9
1524;Chur;Ausgang;72934;12
1525;Sion;Eingang;63783;4
1526;St. Gallen;Ausgang;609;7
1527;Bern;Eingang;57836;10
1528;Zürich;Ausgang;57292;4
1529;Basel;Eingang;74658;2
1530;Lausanne;Ausgang;2700;1
1531;Chur;Eingang;26858;8
1532;Sion;Ausgang;39588;4
1533;St. Gallen;Eingang;23691;6
1534;Bern;Ausgang;24659;1
1535;Zürich;Eingang;47726;10
1536;Basel;Ausgang;7262;11
1537;Lausanne;Eingang;34923;3
1538;Chur;Ausgang;37284;1
1539;Sion;Eingang;57469;12
1540;St. Gallen;Ausgang;39316;8
1541;Bern;Eingang;21248;8
1542;Zürich;Ausgang;13578;6
1543;Basel;Eingang;38059;2
1544;Lausanne;Ausgang;24577;8
1545;Chur;Eingang;51892;2
1546;Sion;Ausgang;31258;8
1547;St. Gallen;Eingang;50803;6
1548;Bern;Ausgang;49207;6
1549;Zürich;Eingang;9048;10
1550;Basel;Ausgang;21421;6
1551;Lausanne;Eingang;19962;8
1552;Chur;Ausgang;23671;11
1553;Sion;Eingang;40601;1
1554;St. Gallen;Ausgang;40029;7
1555;Bern;Eingang;71836;10
1556;Zürich;Ausgang;77387;6
1557;Basel;Eingang;15172;12
1558;Lausanne;Ausgang;50593;10
1559;Chur;Eingang;546;4
1560;Sion;Ausgang;57096;6
1561;St. Gallen;Eingang;15249;11
1562;Bern;Ausgang;60811;11
1563;Zürich;Eingang;59232;7
1564;Basel;Ausgang;68414;5
1565;Lausanne;Eingang;19249;6
1566;Chur;Ausgang;67704;4
1567;Sion;Eingang;3190;9
1568;St. Gallen;Ausgang;54463;2
1569;Bern;Eingang;575;8
1570;Zürich;Ausgang;17860;11
1571;Basel;Eingang;49008;7
1572;Lausanne;Ausgang;62692;6
1573;Chur;Eingang;68797;1
1574;Sion;Ausgang;35267;1
1575;St. Gallen;Eingang;71660;3
1576;Bern;Ausgang;47538;5
